GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge,Driver
Thu Oct 03 22:59:01 GMT+02:00 2019,03-ott-2019 22:59:00.953,14.23290966,41.594317700000005,0.28,13.936001000000001,510.4349365234375,101.8,1.9262085,7.93742371,4.15319824,-0.04694504,-8.79562187,31.37254906,-,0,16.52291489,-,6.05207491,12.71136951,7.86680937,-,-,-,-,259.94454956,1.18799996,0.1358507,279.74899292,778.5,13.93600082,510.43493652,41.59431839,14.2329092,101.80000305,10,52.9584465,0,47.0415535,-,-,7.84313726,7.84313726,-,-,0,14,35.31600189,69,106,34.162998200000004,1.00800002,0,10.66666698,27.07692337,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:03 GMT+02:00 2019,03-ott-2019 22:59:02.390,14.23292422,41.59431845,0.0,12.864,509.850341796875,0.0,1.89030457,7.891922,4.13165283,-0.02679851,-8.79799843,30.19607925,-,0,16.52283859,-,6.05210304,12.69184303,7.87891197,-,-,-,-,259.94454956,0,0.1358507,279.74899292,779,12.86400032,509.8503418000001,41.59431839,14.23292446,0.0,10,53.91362,0,46.08638,-,-,7.84313726,7.84313726,-,-,0,14,36.75600052,70,107,34.162998200000004,0.0,0,10.35294151,27.07692337,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:04 GMT+02:00 2019,03-ott-2019 22:59:03.831,14.23293018,41.59432155,0.0,12.864,511.0997924804688,0.0,1.94535828,7.88952637,4.15559387,-0.02675842,-8.79901791,30.98039246,-,0,16.522762300000004,-,6.05213118,12.67295647,7.89065409,-,-,-,-,259.94454956,0,0.1358507,279.74899292,779.5,12.86400032,511.09979248,41.5943222,14.23293018,0.0,10,54.83139801,0,45.16860199,-,-,7.84313726,7.84313726,-,-,0,14,38.1969986,72,109,34.162998200000004,0.0,0,10.05714321,27.07692337,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:05 GMT+02:00 2019,03-ott-2019 22:59:05.269,14.23293487,41.59432353,0.0,12.864,511.6837158203125,0.0,1.96212769,8.12416077,4.29924011,-0.02386248,-8.80002975,29.80392265,-,0,16.5226841,-,6.05215931,12.65466976,7.90205669,-,-,-,-,259.94454956,0,0.1358507,279.74899292,783,12.86400032,511.68371582,41.5943222,14.23293495,0.0,11,55.71213531,0,44.28786469,-,-,7.84313726,7.84313726,-,-,0,14,39.63600159,73,110,34.162998200000004,0.0,0,9.77777767,27.07692337,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:07 GMT+02:00 2019,03-ott-2019 22:59:06.731,14.23293842,41.59433101,0.0,11.792,513.1287841796875,0.0,1.35877991,9.04592896,2.46768188,-0.01208062,-8.80104351,97.64706421,-,0,16.5226078,-,6.05218792,12.63694572,7.91313982,-,-,-,-,259.94454956,0,0.1358507,279.74899292,956.5,11.79199982,513.12878418,41.59432983,14.23293877,0.0,12,56.56957626,0,43.43042374,-,-,17.64705849,16.86274529,-,-,7.05882359,14,41.0929985,75,111,34.162998200000004,0.0,0,9.51351357,27.07692337,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:09 GMT+02:00 2019,03-ott-2019 22:59:08.461,14.23293881,41.5943268,0.0,11.792,513.9610595703125,0.0,1.40188599,7.81053162,4.25854492,-0.01826679,-8.80604172,85.09803772,-,0,16.5225296,-,6.05221605,12.61975288,7.92392063,-,-,-,-,259.94454956,8,0.1358507,279.74899292,1017.5,11.79199982,513.96105957,41.59432602,14.23293877,0.0,12,55.68775177,0,44.31224823,-,-,28.62745094,28.23529434,-,-,18.4313736,14,41.39500046,76,113,35.59500122,0.0,8,9.47368431,25.7142849,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:12 GMT+02:00 2019,03-ott-2019 22:59:11.700,14.23297254,41.59433661,4.47,11.792,514.2919311523439,72.9,1.46173096,8.84242249,3.16438293,-0.02289356,-8.81361866,97.2549057,-,2.77982759,16.52118301,35.97270584,6.05270958,12.34642124,8.09934425,-,-,-,-,259.94454956,19,0.14879195,279.76193237,1044,11.79199982,514.29193115,41.59433746,14.23297215,72.90000153,12,53.43886185,0,46.56113815,-,-,26.66666794,25.88235283,-,-,17.25490189,14,41.39500046,80,116,38.83499908,16.09199905,19,9.71794891,25.26666641,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:15 GMT+02:00 2019,03-ott-2019 22:59:14.422,14.23323517,41.5944419,7.11,11.792,512.905517578125,66.4,1.90466309,8.47610474,3.34873962,-0.01726822,-8.82778835,97.2549057,-,4.214643,16.51997566,23.72630692,6.05315161,12.12664413,8.24613285,-,-,-,627.5604248,293.36419678,8.90800095,0.15827639,279.77139282,1440.5,11.79199982,512.90551758,41.59444046,14.23323536,66.40000153,11,51.68593597,0,48.31406403,-,-,25.88235283,25.09803963,-,-,17.25490189,14,41.39500046,82,119,41.55599976,25.59600067,25,10.10000038,25.25,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:16 GMT+02:00 2019,03-ott-2019 22:59:15.859,14.23335486,41.59446149,8.11,12.864,513.4828491210939,70.1,2.65644836,8.13134766,4.603301999999999,-0.03937797,-8.84789753,28.62745094,-,3.88766932,16.51873779,25.72181892,6.05360556,11.90982914,8.39625168,-,-,-,680.34161377,325.61230469,10.40399933,0.1812107,279.79434204,2151,12.86400032,513.48284912,41.59446335,14.23335457,70.09999847,11,50.80519867,0,49.19480133,-,-,8.23529434,17.64705849,-,-,0,14,41.39500046,84,121,42.99399948,29.19599724,36,10.73170757,25.88235283,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:20 GMT+02:00 2019,03-ott-2019 22:59:19.645,14.23382361,41.59463061,10.67,11.792,510.529052734375,68.3,0.87994385,7.91346741,3.80603027,-0.0813933,-8.85078239,99.21569061,-,48.10712051,16.51889992,2.07865119,6.05354595,12.07036209,8.28458309,-,-,-,54.98028183,304.79446411,2.91600418,0.20371071,279.8168335,1359.5,11.79199982,510.52905273,41.5946312,14.23382378,68.30000305,11,48.62430954,0,51.37569046,-,-,25.49019623,22.74509811,-,-,16.07843208,14,41.39500046,88,124,46.77899933,38.41199875,36,11.33333302,26.44444466,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:21 GMT+02:00 2019,03-ott-2019 22:59:21.290,14.23396504,41.59468122,11.04,12.864,511.18505859375,68.7,2.1608429,8.63891602,4.44767761,-0.00164194,-8.8730011,70.19608307,-,5.4420166,16.51781464,18.37516022,6.05394411,11.9046526,8.39990234,-,-,-,486.02264404,317.73931885,4.58800125,0.23646279,279.84957886,1599.5,12.86400032,511.18505859,41.59468079,14.23396492,68.69999695,11,47.73324585,0,52.26675415,-,-,21.56862831,20.7843132,-,-,12.54901981,14,41.39500046,89,126,48.42499924,39.74399948,43,12.069767,27.31579018,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:24 GMT+02:00 2019,03-ott-2019 22:59:23.649,14.23436793,41.59489081,12.66,12.864,508.2110595703125,63.0,2.79051208,8.2749939,3.86349487,-0.00757527,-8.88164711,95.29412079,-,14.04744244,16.517572400000002,7.11858559,6.0540328,11.95691586,8.36318684,-,-,-,188.28646851,309.10913086,0.20799637,0.26725113,279.88037109,1684.5,12.86400032,508.21105957,41.59489059,14.23436832,63.0,12,46.51218414,0,53.48781586,-,-,21.17647171,20.3921566,-,-,10.98039246,14,41.39500046,92,128,50.78300095,45.5759964,44,12.79545498,28.14999962,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:25 GMT+02:00 2019,03-ott-2019 22:59:25.105,14.23446954,41.59496584,12.32,12.864,507.238525390625,60.1,2.41462708,7.89910889,4.58654785,-0.01791161,-8.88759995,99.60784149,-,12.1293726,16.51714134,8.24427795,6.05419016,11.96102238,8.36031532,-,-,-,218.06100464,303.41864014,0.5759964,0.28510058,279.89822388,1685,12.86400032,507.23852539,41.59496689,14.23446941,60.09999847,12,45.7908783,0,54.2091217,-,-,21.17647171,19.6078434,-,-,10.98039246,14,41.39500046,93,130,52.23500061,44.35199738,45,13.51111126,28.95238113,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:26 GMT+02:00 2019,03-ott-2019 22:59:26.348,14.23466096,41.59499133,13.21,13.936001000000001,508.978515625,65.3,2.19197083,7.45378113,5.3072052,-0.03454638,-8.89361668,76.07843018,-,12.03726006,16.51670265,8.30736542,6.05435133,11.96279526,8.3590765,-,-,-,219.72966003,298.49575806,3.55599976,0.30290058,279.91604614,1675,13.93600082,508.97851562,41.59498978,14.2346611,65.30000305,12,45.18903351,0,54.81096649,-,-,14.50980377,7.84313726,-,-,8.62745094,13,41.39500046,94,131,53.48199844,47.55599976,44,14.173913,29.63636398,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:28 GMT+02:00 2019,03-ott-2019 22:59:27.502,14.23493331,41.59504933,11.89,11.792,506.84765625,68.4,3.27175903,6.93664551,5.71182251,-0.07003094,-8.89677715,0.39215687,-,18.95571327,16.51694107,5.27534485,6.05426359,12.12172508,8.24947929,-,-,-,139.53277588,289.66445923,1.95599747,0.31710252,279.93023682,1583,11.79199982,506.84765625,41.59505081,14.2349329,68.40000153,15,44.64599991,0,55.35400009,-,-,7.84313726,7.84313726,-,-,0,13,41.39500046,96,132,54.63600159,42.80400085,42,14.76595783,30.17391396,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:29 GMT+02:00 2019,03-ott-2019 22:59:29.177,14.23504304,41.59507735,10.85,11.792,508.19635009765625,69.0,3.66918945,6.99171448,6.00151062,0.030001099999999996,-8.89677715,23.52941132,-,181.2480011,16.5171032,0,6.05420446,12.25610065,8.15903187,-,-,-,0,274.41897583,5.80400085,0.33028015,279.94342041,886,11.79199982,508.1963501,41.59507751,14.23504257,69.0,15,43.88196945,0,56.11803055,-,-,8.23529434,7.84313726,-,-,0,13,41.39500046,97,134,56.30799866,39.06000137,37,15.22916698,30.45833397,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:32 GMT+02:00 2019,03-ott-2019 22:59:32.033,14.2353519,41.59512613,8.04,12.864,509.82427978515625,93.5,4.20069885,7.32928467,3.62886047,0.01578285,-8.9000206,2.74509811,-,51.48049545,16.51726532,1.94244277,6.05414486,12.38463783,8.07435131,-,-,-,51.37757874,263.26690674,15.47599792,0.35436362,279.96749878,1518.5,12.86400032,509.82427979,41.59512711,14.23535156,93.5,15,42.6343956,0,57.3656044,-,-,16.47058868,16.07843208,-,-,5.88235283,13,41.39500046,100,137,59.16699982,28.94399834,22,15.36734676,30.12000084,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:34 GMT+02:00 2019,03-ott-2019 22:59:33.402,14.23539782,41.59502686,5.68,11.792,511.550048828125,159.1,2.96051025,7.32450867,2.63287354,-0.00495425,-8.9000206,84.70588684,-,181.2480011,16.51742744,0,6.05408573,12.5077095,7.99490261,-,-,-,0,250.73039246,2,0.36364445,279.97677612,1266,11.79199982,511.55004883,41.59502792,14.23539829,159.1000061,14,42.06343842,0,57.93656158,-,-,18.4313736,18.03921509,-,-,8.23529434,13,41.39500046,101,138,60.5320015,20.44799805,20,15.46000004,29.73077011,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:35 GMT+02:00 2019,03-ott-2019 22:59:34.603,14.23542028,41.59498787,5.77,11.792,512.609619140625,163.0,2.445755,7.95178223,4.28248596,-0.03321321,-8.90418053,88.62744904,-,7.66887617,16.5165596,13.03944874,6.05440331,12.40690041,8.05986309,-,-,-,344.89318848,255.01051331,5.55200195,0.37219277,279.98532104,1543,11.79199982,512.60961914,41.59498978,14.23542023,163.0,14,41.57196426,0,58.42803574,-,-,19.6078434,19.2156868,-,-,9.8039217,13,41.39500046,103,139,61.73699951,20.77199936,26,15.66666698,29.59259224,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:36 GMT+02:00 2019,03-ott-2019 22:59:35.972,14.23544239,41.59494662,5.58,12.864,512.010009765625,163.2,2.51757812,8.80889893,5.03425598,0.01412715,-8.90881538,77.2549057,-,8.11040592,16.51573753,12.32958221,6.05470514,12.31921673,8.11723042,-,-,-,326.11721802,258.10211182,10.22800064,0.38192236,279.99505615,1823,12.86400032,512.01000977,41.59494781,14.23544216,163.19999695,14,41.02696609,0,58.97303391,-,-,9.4117651,7.84313726,-,-,7.05882359,13,41.39500046,104,141,63.10699844,20.08799934,31,15.96153831,29.6428566,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:37 GMT+02:00 2019,03-ott-2019 22:59:37.341,14.23546105,41.59487313,6.14,13.936001000000001,511.8250732421875,164.9,2.97486877,7.23352051,4.34233093,0.01935739,-8.91260433,15.29411793,-,12.60248756,16.51535416,7.93477631,6.05484581,12.32488251,8.11349869,-,-,-,209.87467957,256.09262085,11.89600182,0.39432654,280.00744629,1444.5,13.93600082,511.82507324,41.59487152,14.23546124,164.8999939,14,40.49645233,0,59.50354767,-,-,7.84313726,7.84313726,-,-,0,13,41.39500046,105,142,64.47599792,22.10399818,34,16.30188751,29.79310417,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:38 GMT+02:00 2019,03-ott-2019 22:59:38.713,14.23553011,41.59475478,9.7,12.864,512.1973266601561,158.0,3.11134338,7.12817383,5.72857666,0.00366884,-8.91411495,0.78431374,-,89.68647003,16.51551628,1.11497223,6.05478621,12.43943119,8.03878498,-,-,-,29.49099541,247.02856445,1.08000183,0.40756822,280.02069092,1352.5,12.86400032,512.19732666,41.59475327,14.2355299,158.0,14,39.97874069,0,60.02125931,-,-,7.84313726,7.84313726,-,-,0,13,41.39500046,107,143,65.84700012,34.91999817,36,16.66666603,30,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:42 GMT+02:00 2019,03-ott-2019 22:59:41.927,14.23571109,41.59447342,6.63,11.792,514.8116455078125,156.4,1.61256409,6.30456543,6.35107422,0.00416635,-8.91411495,25.88235283,-,181.2480011,16.51567841,0,6.05472708,12.54957867,7.96822929,-,-,-,0,237.52746582,3.91999817,0.42730531,280.04043579,985.5,11.79199982,514.81164551,41.59447479,14.2357111,156.3999939,11,38.81545639,0,61.18454361,-,-,7.84313726,7.84313726,-,-,0,13,41.39500046,110,147,69.06099701,23.86800003,31,16.9272728,30.03225899,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:44 GMT+02:00 2019,03-ott-2019 22:59:43.442,14.23577933,41.59434832,6.15,11.792,516.1016845703125,131.5,0.96134949,7.63813782,6.4899292,0.04540032,-8.91719437,9.4117651,-,59.4485054,16.51583862,1.68209302,6.05466795,12.65557194,7.90149355,-,-,-,44.49133301,230.37797546,6.43600082,0.44469199,280.05783081,1105.5,11.79199982,516.10168457,41.59434891,14.23577976,131.5,12,38.29027176,0,61.70972824,-,-,9.4117651,16.86274529,-,-,0,13,41.39500046,111,148,70.57599640000001,22.13999939,17,16.9285717,29.625,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:45 GMT+02:00 2019,03-ott-2019 22:59:44.816,14.23582436,41.59434508,4.7,11.792,516.1320190429689,103.4,0.88713074,8.23669434,3.83476257,-0.02715939,-8.91892052,72.54901886,-,67.21677399,16.51600075,1.48769295,6.05460835,12.7576437,7.83827496,-,-,-,39.34945297,223.55554199,6.13999939,0.45097116,280.06408691,998,11.79199982,516.13201904,41.59434509,14.23582458,103.40000153,11,37.82710648,0,62.17289352,-,-,27.05882454,26.27450943,-,-,17.25490189,13,41.39500046,113,150,71.94699859999999,16.91999817,16,16.91228104,29.21212196,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:46 GMT+02:00 2019,03-ott-2019 22:59:46.182,14.235865700000002,41.5943411,3.52,11.792,516.1047973632811,75.2,1.48806763,8.45695496,3.09495544,-0.03118894,-8.92292404,99.60784149,-,6.06357193,16.51497841,16.49158669,6.05498362,12.63593292,7.91377401,-,-,-,436.20214844,230.88818359,4.08000183,0.45800629,280.07113647,1257.5,11.79199982,516.10479736,41.59434128,14.23586559,75.19999695,13,37.37566757,0,62.62433243,-,-,29.01960754,28.23529434,-,-,20,13,41.39500046,114,151,73.31600189,12.67199993,21,16.98275948,28.97058868,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:48 GMT+02:00 2019,03-ott-2019 22:59:47.551,14.23597962,41.59436212,5.0,12.864,516.2901611328125,68.6,1.97648621,8.76101685,3.81561279,0.01854657,-8.93241787,85.88235474,-,3.39163089,16.51369286,29.48372841,6.05545425,12.47085667,8.01852894,-,-,-,779.84405518,249.18670654,18.05599976,0.46751323,280.08065796,1657,12.86400032,516.29016113,41.59436035,14.23598003,68.59999847,11,36.93487167,0,63.06512833,-,-,27.45098114,25.88235283,-,-,18.03921509,13,41.39500046,116,152,74.68499756,18.0,29,17.18644142,28.97142792,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:50 GMT+02:00 2019,03-ott-2019 22:59:49.671,14.23622783,41.59443078,9.34,11.792,516.7752685546875,67.2,2.14648438,8.36598206,4.25135803,0.00030297,-8.94367027,62.35294342,-,4.15953398,16.5124855,24.04065323,6.05589771,12.32504368,8.11339283,-,-,-,635.87487793,261.66052246,20,0.48026183,280.09338379,2203,11.79199982,516.77526855,41.59442902,14.23622799,67.19999695,10,36.27241898,0,63.72758102,-,-,7.84313726,7.84313726,-,-,0,13,41.39500046,118,154,76.80500031,33.62400055,38,17.53333282,29.22222137,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:52 GMT+02:00 2019,03-ott-2019 22:59:52.344,14.23649217,41.59452918,10.85,12.864,516.2705078125,64.8,2.17520142,8.2127533,4.86906433,0.03457789,-8.95086479,87.05882263,-,14.08472824,16.51224709,7.09974098,6.05598497,12.35538292,8.09346962,-,-,-,187.78800964,259.35198975,4.76800156,0.51553059,280.12866211,1531.5,12.86400032,516.27050781,41.5945282,14.23649216,64.80000305,8,35.47028732,0,64.52971649,-,-,21.56862831,20.3921566,-,-,11.76470566,13,41.39500046,120,157,79.47799683,39.06000137,43,17.95081902,29.59459496,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:54 GMT+02:00 2019,03-ott-2019 22:59:53.712,14.236748,41.59462121,12.33,12.864,516.2564697265625,64.4,2.61094666,10.0921936,3.3056487999999997,0.13378376,-8.96105099,43.92156982,-,11.88303089,16.51179504,8.41518688,6.05615091,12.34737682,8.09871769,-,-,-,222.58152771,258.23773193,5.2840004,0.53601295,280.14913939999997,1750.5,12.86400032,516.25646973,41.59461975,14.23674774,64.40000153,8,35.07391357,0,64.92608643,-,-,18.03921509,17.25490189,-,-,7.45098066,13,41.39500046,122,158,80.84400177,44.38799667,46,18.40322495,30.02631569,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:55 GMT+02:00 2019,03-ott-2019 22:59:55.031,14.23691252,41.59465143,12.46,11.792,515.6083984375,65.2,3.17118835,8.04037476,4.99356079,-0.00142394,-8.96327496,49.41176605,-,35.42582321,16.51195526,2.82274079,6.05609179,12.44430351,8.03563786,-,-,-,74.66144562,252.83843994,1.61200333,0.55346739,280.16659546,1728,11.79199982,515.60839844,41.59465027,14.23691273,65.19999695,9,34.6997757,0,65.3002243,-,-,16.86274529,14.90196133,-,-,6.66666698,13,41.39500046,123,160,82.16200256,44.85599899,46,18.84127045,30.43589783,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:56 GMT+02:00 2019,03-ott-2019 22:59:56.116,14.23704198,41.59471677,12.61,11.792,516.16357421875,64.9,2.64207458,7.13536072,4.38783264,-0.06558398,-8.96546745,30.19607925,-,31.76552963,16.51344872,3.14800096,6.05554438,12.76104546,7.83618593,-,-,-,83.26457214,247.99346924,0.39599609,0.56931657,280.18243408,1711.5,11.79199982,516.16357422,41.59471512,14.23704243,64.90000153,11,34.39688873,0,65.60311127,-,-,15.68627453,15.29411793,-,-,4.70588255,13,41.39500046,124,161,83.25,45.39599609,45,19.25,30.79999924,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:58 GMT+02:00 2019,03-ott-2019 22:59:57.443,14.23733686,41.59484474,12.29,10.72,519.0687255859375,65.7,2.42181396,7.70758057,4.10531616,-0.05721641,-8.96690845,41.5686264,-,55.27409363,16.51360893,1.80912817,6.05548525,12.84820271,7.78302813,-,-,-,47.8514061,242.43397522,0.56800079,0.58303738,280.19616699,1682,10.72000027,519.06872559,41.59484482,14.23733711,65.69999695,10,34.03427887,0,65.96572113,-,-,16.47058868,16.07843208,-,-,6.27450991,13,41.39500046,125,162,84.57800293,44.24399948,44,19.63076973,31.12195206,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 22:59:59 GMT+02:00 2019,03-ott-2019 22:59:59.105,14.23746307,41.59489208,12.28,10.72,519.5198974609375,65.2,2.50561523,7.35083008,4.27050781,-0.02708165,-8.9689579,41.5686264,-,38.40992355,16.51377106,2.60343981,6.05542612,12.93259525,7.73223925,-,-,-,68.8609314,237.74281311,0.24399948,0.60157847,280.21472168,1659,10.72000027,519.51989746,41.59489059,14.237463,65.19999695,10,33.591362,0,66.408638,-,-,17.25490189,16.86274529,-,-,7.05882359,13,41.39500046,127,164,86.23899841,44.20799637,44,20,31.4285717,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 23:00:02 GMT+02:00 2019,03-ott-2019 23:00:02.213,14.2378427,41.59496437,11.85,10.72,515.8899536132811,69.3,2.19436646,7.80334473,4.67512512,-0.02711868,-8.97139645,52.54901886,-,38.20705414,16.51393318,2.61726308,6.05536699,13.01435375,7.68366385,-,-,-,69.2265625,233.3081665,1.60400009,0.62010223,280.23324585,1642,10.72000027,515.88995361,41.59496307,14.23784256,69.30000305,11,32.79307938,0,67.20691681,-,-,18.4313736,17.25490189,-,-,8.23529434,13,41.39500046,130,167,89.34600067,42.65999985,43,20.3432827,31.6976738,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 03 23:00:04 GMT+02:00 2019,03-ott-2019 23:00:03.691,14.23814062,41.59510845,12.71,10.72,514.426025390625,68.1,2.41702271,8.01164246,5.08453369,0.01715279,-8.97715473,55.29411697,-,27.61425591,16.51501846,3.62124252,6.05496883,13.2389679,7.55330181,-,-,-,95.78179932,229.78186035,2.43999863,0.65870845,280.27185059,1650,10.72000027,514.42602539,41.59510803,14.23814106,68.09999847,13,32.42650604,0,67.57349396,-,-,17.64705849,17.25490189,-,-,7.45098066,13,41.39500046,132,168,90.8239975,45.75600052,44,20.69117737,31.97727203,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
